2,3,5,10,-1
3,2,5,10,-1
4,1,5,10,-1
4,3,3,10,1
2,1,7,10,-1
4,1,5,10,-1
1,2,7,10,-1
4,0,6,10,-1
5,2,3,10,1
0,2,8,10,-1
2,5,3,10,-1
3,4,2,9,-1
3,0,7,10,-1
4,3,3,10,-1
2,0,8,10,-1
2,3,5,10,-1
2,1,7,10,-1
1,1,8,10,-1
4,1,5,10,-1
6,0,4,10,-1
7,0,2,9,-1
4,1,3,8,-1
6,0,4,10,-1
4,4,2,10,-1
5,1,4,10,-1
1,2,5,8,-1
4,1,5,10,-1
1,7,2,10,-1
7,0,3,10,1
5,1,4,10,-1
1,0,9,10,1
4,1,5,10,1
3,1,6,10,-1
3,3,4,10,-1
1,2,7,10,-1
1,0,7,8,-1
1,0,6,7,-1
3,0,6,9,-1
9,0,1,10,1
4,0,6,10,1
